code_station,libelle_station,code_departement,libelle_departement,code_commune,libelle_commune,code_region,libelle_region,code_bassin,libelle_bassin,code_cours_eau,libelle_cours_eau,code_campagne,code_reseau,libelle_reseau,code_ecoulement,libelle_ecoulement,longitude,latitude,date_campagne,nombre_modalite_ecoulement,code_type_campagne,libelle_type_campagne,uri_reseau,Annee
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,97160,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.74973483,49.691282833,2023-04-21,5,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2023
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,97111,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.74973483,49.691282833,2023-03-24,5,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2023
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,97007,0000000134,Onde OFB,2,Ecoulement non visible,1.74973483,49.691282833,2022-11-29,5,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2022
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,96940,0000000134,Onde OFB,1f,Ecoulement visible faible,1.74973483,49.691282833,2022-10-23,5,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2022
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,96763,0000000134,Onde OFB,2,Ecoulement non visible,1.74973483,49.691282833,2022-09-23,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2022
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,96657,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.74973483,49.691282833,2022-08-23,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2022
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,96440,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.74973483,49.691282833,2022-07-24,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2022
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,96340,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.74973483,49.691282833,2022-06-26,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2022
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,96203,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.74973483,49.691282833,2022-05-23,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2022
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,96102,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.74973483,49.691282833,2022-04-28,5,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2022
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,95947,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.74973483,49.691282833,2021-09-23,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2021
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,95805,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.74973483,49.691282833,2021-08-23,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2021
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,95704,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.74973483,49.691282833,2021-07-23,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2021
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,95546,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.74973483,49.691282833,2021-06-24,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2021
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,95470,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.74973483,49.691282833,2021-05-26,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2021
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,95145,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.74973483,49.691282833,2020-09-24,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2020
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,94977,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.74973483,49.691282833,2020-08-25,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2020
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,94855,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.74973483,49.691282833,2020-07-24,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2020
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,94648,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.74973483,49.691282833,2020-06-25,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2020
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,94536,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.74973483,49.691282833,2020-05-25,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2020
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,93301,0000000134,Onde OFB,1,Ecoulement visible,1.74973483,49.691282833,2019-11-27,4,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2019
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,92604,0000000134,Onde OFB,1f,Ecoulement visible faible,1.74973483,49.691282833,2019-10-25,5,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2019
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,92100,0000000134,Onde OFB,1f,Ecoulement visible faible,1.74973483,49.691282833,2019-09-28,5,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2019
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,91608,0000000134,Onde OFB,1f,Ecoulement visible faible,1.74973483,49.691282833,2019-09-23,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2019
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,90658,0000000134,Onde OFB,3,Assec,1.74973483,49.691282833,2019-08-23,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2019
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,89555,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.74973483,49.691282833,2019-07-23,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2019
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,88367,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.74973483,49.691282833,2019-06-24,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2019
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,87412,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.74973483,49.691282833,2019-05-24,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2019
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,83861,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.74973483,49.691282833,2018-09-25,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2018
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,82352,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.74973483,49.691282833,2018-08-23,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2018
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,81408,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.74973483,49.691282833,2018-07-25,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2018
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,80552,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.74973483,49.691282833,2018-06-25,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2018
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,79357,0000000134,Onde OFB,1,Ecoulement visible,1.74973483,49.691282833,2018-05-24,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2018
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,78004,0000000134,Onde OFB,1f,Ecoulement visible faible,1.74973483,49.691282833,2017-11-27,5,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2017
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,78003,0000000134,Onde OFB,3,Assec,1.74973483,49.691282833,2017-10-27,5,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2017
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,76314,0000000134,Onde OFB,3,Assec,1.74973483,49.691282833,2017-09-25,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2017
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,75109,0000000134,Onde OFB,3,Assec,1.74973483,49.691282833,2017-08-22,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2017
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,74201,0000000134,Onde OFB,1f,Ecoulement visible faible,1.74973483,49.691282833,2017-07-26,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2017
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,72959,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.74973483,49.691282833,2017-06-23,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2017
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,72164,0000000134,Onde OFB,1f,Ecoulement visible faible,1.74973483,49.691282833,2017-05-26,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2017
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,71700,0000000134,Onde OFB,1f,Ecoulement visible faible,1.74973483,49.691282833,2017-04-26,5,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2017
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,71400,0000000134,Onde OFB,1f,Ecoulement visible faible,1.74973483,49.691282833,2017-03-24,5,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2017
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,71250,0000000134,Onde OFB,1f,Ecoulement visible faible,1.74973483,49.691282833,2017-02-23,5,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2017
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,71000,0000000134,Onde OFB,1f,Ecoulement visible faible,1.74973483,49.691282833,2017-01-01,5,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2017
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,70251,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.74973483,49.691282833,2016-11-02,5,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2016
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,69402,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.74973483,49.691282833,2016-09-23,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2016
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,68375,0000000134,Onde OFB,1,Ecoulement visible,1.74973483,49.691282833,2016-08-24,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2016
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,68235,0000000134,Onde OFB,1,Ecoulement visible,1.74973483,49.691282833,2016-07-27,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2016
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,68127,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.74973483,49.691282833,2016-06-27,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2016
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,67912,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.74973483,49.691282833,2016-05-23,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2016
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,67611,0000000134,Onde OFB,1f,Ecoulement visible faible,1.74973483,49.691282833,2015-11-25,5,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2015
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,67600,0000000134,Onde OFB,1f,Ecoulement visible faible,1.74973483,49.691282833,2015-10-28,5,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2015
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,67501,0000000134,Onde OFB,1,Ecoulement visible,1.74973483,49.691282833,2015-09-24,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2015
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,67420,0000000134,Onde OFB,1,Ecoulement visible,1.74973483,49.691282833,2015-08-23,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2015
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,67269,0000000134,Onde OFB,1,Ecoulement visible,1.74973483,49.691282833,2015-07-24,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2015
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,67031,0000000134,Onde OFB,1,Ecoulement visible,1.74973483,49.691282833,2015-06-26,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2015
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,66905,0000000134,Onde OFB,1,Ecoulement visible,1.74973483,49.691282833,2015-05-26,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2015
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,65461,0000000134,Onde OFB,1,Ecoulement visible,1.74973483,49.691282833,2014-09-25,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2014
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,64752,0000000134,Onde OFB,1,Ecoulement visible,1.74973483,49.691282833,2014-08-26,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2014
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,63867,0000000134,Onde OFB,1,Ecoulement visible,1.74973483,49.691282833,2014-07-25,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2014
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,62866,0000000134,Onde OFB,1,Ecoulement visible,1.74973483,49.691282833,2014-06-25,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2014
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,61955,0000000134,Onde OFB,1,Ecoulement visible,1.74973483,49.691282833,2014-05-23,4,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2014
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,1208,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.74973483,49.691282833,2013-09-26,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2013
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,1057,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.74973483,49.691282833,2013-08-23,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2013
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,978,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.74973483,49.691282833,2013-07-25,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2013
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,883,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.74973483,49.691282833,2013-06-25,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2013
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,767,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.74973483,49.691282833,2013-05-25,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2013
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,624,0000000134,Onde OFB,1f,Ecoulement visible faible,1.74973483,49.691282833,2012-09-25,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2012
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,623,0000000134,Onde OFB,1f,Ecoulement visible faible,1.74973483,49.691282833,2012-08-23,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2012
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,622,0000000134,Onde OFB,1f,Ecoulement visible faible,1.74973483,49.691282833,2012-07-25,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2012
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,621,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.74973483,49.691282833,2012-06-25,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2012
G0100001,Bresles à Criquiers,76,Seine-Maritime,76199,CRIQUIERS,28,Normandie,03,Seine-Normandie,G01-0400,La Bresle,620,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.74973483,49.691282833,2012-05-22,5,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2012
G0120001,Méline à Marques,76,Seine-Maritime,76411,MARQUES,28,Normandie,03,Seine-Normandie,G0120650,Fossé de Barques,97160,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.692292364,49.783014216,2023-04-21,5,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2023
G0120001,Méline à Marques,76,Seine-Maritime,76411,MARQUES,28,Normandie,03,Seine-Normandie,G0120650,Fossé de Barques,97111,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.692292364,49.783014216,2023-03-24,5,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2023
G0120001,Méline à Marques,76,Seine-Maritime,76411,MARQUES,28,Normandie,03,Seine-Normandie,G0120650,Fossé de Barques,97007,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.692292364,49.783014216,2022-11-29,5,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2022
G0120001,Méline à Marques,76,Seine-Maritime,76411,MARQUES,28,Normandie,03,Seine-Normandie,G0120650,Fossé de Barques,96940,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.692292364,49.783014216,2022-10-23,5,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2022
G0120001,Méline à Marques,76,Seine-Maritime,76411,MARQUES,28,Normandie,03,Seine-Normandie,G0120650,Fossé de Barques,96763,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.692292364,49.783014216,2022-09-23,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2022
G0120001,Méline à Marques,76,Seine-Maritime,76411,MARQUES,28,Normandie,03,Seine-Normandie,G0120650,Fossé de Barques,96657,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.692292364,49.783014216,2022-08-23,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2022
G0120001,Méline à Marques,76,Seine-Maritime,76411,MARQUES,28,Normandie,03,Seine-Normandie,G0120650,Fossé de Barques,96440,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.692292364,49.783014216,2022-07-24,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2022
G0120001,Méline à Marques,76,Seine-Maritime,76411,MARQUES,28,Normandie,03,Seine-Normandie,G0120650,Fossé de Barques,96340,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.692292364,49.783014216,2022-06-26,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2022
G0120001,Méline à Marques,76,Seine-Maritime,76411,MARQUES,28,Normandie,03,Seine-Normandie,G0120650,Fossé de Barques,96203,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.692292364,49.783014216,2022-05-23,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2022
G0120001,Méline à Marques,76,Seine-Maritime,76411,MARQUES,28,Normandie,03,Seine-Normandie,G0120650,Fossé de Barques,96102,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.692292364,49.783014216,2022-04-28,5,2,complémentaire,http://id.eaufrance.fr/dc/0000000134,2022
G0120001,Méline à Marques,76,Seine-Maritime,76411,MARQUES,28,Normandie,03,Seine-Normandie,G0120650,Fossé de Barques,95947,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.692292364,49.783014216,2021-09-23,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2021
G0120001,Méline à Marques,76,Seine-Maritime,76411,MARQUES,28,Normandie,03,Seine-Normandie,G0120650,Fossé de Barques,95805,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.692292364,49.783014216,2021-08-23,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2021
G0120001,Méline à Marques,76,Seine-Maritime,76411,MARQUES,28,Normandie,03,Seine-Normandie,G0120650,Fossé de Barques,95704,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.692292364,49.783014216,2021-07-23,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2021
G0120001,Méline à Marques,76,Seine-Maritime,76411,MARQUES,28,Normandie,03,Seine-Normandie,G0120650,Fossé de Barques,95546,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.692292364,49.783014216,2021-06-24,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2021
G0120001,Méline à Marques,76,Seine-Maritime,76411,MARQUES,28,Normandie,03,Seine-Normandie,G0120650,Fossé de Barques,95470,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.692292364,49.783014216,2021-05-26,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2021
G0120001,Méline à Marques,76,Seine-Maritime,76411,MARQUES,28,Normandie,03,Seine-Normandie,G0120650,Fossé de Barques,95145,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.692292364,49.783014216,2020-09-24,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2020
G0120001,Méline à Marques,76,Seine-Maritime,76411,MARQUES,28,Normandie,03,Seine-Normandie,G0120650,Fossé de Barques,94977,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.692292364,49.783014216,2020-08-25,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2020
G0120001,Méline à Marques,76,Seine-Maritime,76411,MARQUES,28,Normandie,03,Seine-Normandie,G0120650,Fossé de Barques,94855,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.692292364,49.783014216,2020-07-24,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2020
G0120001,Méline à Marques,76,Seine-Maritime,76411,MARQUES,28,Normandie,03,Seine-Normandie,G0120650,Fossé de Barques,94648,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.692292364,49.783014216,2020-06-25,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2020
G0120001,Méline à Marques,76,Seine-Maritime,76411,MARQUES,28,Normandie,03,Seine-Normandie,G0120650,Fossé de Barques,94536,0000000134,Onde OFB,1a,Ecoulement visible acceptable,1.692292364,49.783014216,2020-05-25,5,1,usuelle,http://id.eaufrance.fr/dc/0000000134,2020
